idx,seed,dataset,acc,esp_acc
7271,777,cifar10,92.27,92.17
9036,777,cifar10,91.16,88.63
9089,888,cifar10,91.72,91.13
8032,888,cifar10,92.04,92.08
9847,888,cifar10,89.51,75.39
7609,888,cifar10,92.09,92.14
6730,777,cifar10,86.57,86.33
9302,777,cifar10,93.61,93.56
10871,777,cifar10,89.90,88.64
6952,888,cifar10,88.62,22.08
10612,777,cifar10,90.45,14.39
10105,888,cifar10,92.29,92.13
11042,777,cifar10,86.57,84.72
6668,888,cifar10,10.00,10.00
8704,777,cifar10,92.05,20.81
6823,777,cifar10,86.43,77.78
6044,888,cifar10,92.28,92.28
10385,888,cifar10,92.16,91.71
9179,999,cifar10,90.16,76.70
5524,777,cifar10,90.59,89.86
8246,888,cifar10,91.96,91.79
8536,888,cifar10,92.74,92.53
5577,888,cifar10,91.54,91.21
7879,777,cifar10,90.51,81.48
8600,777,cifar10,85.75,53.51
9915,777,cifar10,87.85,10.00
7385,777,cifar10,89.44,88.64
9690,888,cifar10,92.50,92.36
8108,888,cifar10,89.16,88.27
7206,888,cifar10,10.00,10.00
7956,999,cifar10,88.59,87.92
9982,777,cifar10,91.69,90.75
10271,888,cifar10,92.76,92.60
11214,888,cifar10,86.79,17.23
7745,777,cifar10,76.10,68.69
9561,777,cifar10,81.21,76.39
6327,888,cifar10,91.64,90.40
9489,888,cifar10,88.67,86.86
5954,999,cifar10,92.61,31.69
10306,888,cifar10,85.49,73.98
7123,888,cifar10,86.43,79.27
7030,777,cifar10,93.03,93.02
7487,777,cifar10,90.84,85.46
8805,777,cifar10,91.50,88.82
8185,888,cifar10,92.19,91.06
10495,888,cifar10,89.80,89.76
9610,888,cifar10,88.76,84.91
11146,777,cifar10,93.75,93.46
9455,888,cifar10,91.09,90.21
11287,777,cifar10,92.18,91.76
10986,777,cifar10,93.05,92.56
9375,888,cifar10,92.81,92.46
8887,999,cifar10,10.00,10.00
11042,888,cifar10,86.68,83.01
9096,777,cifar10,73.90,54.34
8359,888,cifar10,91.65,22.42
10768,888,cifar10,88.80,10.02
10062,888,cifar10,75.75,64.09
10201,888,cifar10,87.53,10.00
11102,777,cifar10,88.61,82.90
8947,777,cifar10,76.00,12.85
9770,777,cifar10,92.69,92.09
9252,888,cifar10,91.05,15.92
6381,888,cifar10,91.86,91.87
7385,888,cifar10,89.69,89.11
7271,888,cifar10,92.39,92.29
10715,888,cifar10,93.66,93.64
7682,777,cifar10,86.62,86.21
10273,777,cifar10,10.00,10.00
11335,777,cifar10,89.38,88.74
8034,999,cifar10,91.35,89.81
6730,888,cifar10,86.84,86.47
10871,888,cifar10,90.07,88.75
10396,777,cifar10,92.37,47.76
9036,888,cifar10,91.42,89.28
6823,888,cifar10,87.03,76.65
11612,777,cifar10,89.85,88.61
8600,888,cifar10,85.73,56.76
10119,777,cifar10,92.66,92.53
9864,777,cifar10,92.75,92.44
7879,888,cifar10,90.06,78.47
9179,777,cifar10,90.39,84.68
11435,777,cifar10,93.19,87.32
8544,777,cifar10,82.04,47.70
11669,777,cifar10,72.40,30.04
8704,888,cifar10,92.50,13.81
7745,888,cifar10,75.70,62.90
10612,888,cifar10,89.52,14.01
9302,888,cifar10,93.67,93.35
7956,777,cifar10,88.98,88.66
5524,888,cifar10,89.05,88.83
9915,888,cifar10,87.05,10.00
7215,999,cifar10,93.00,92.72
8254,999,cifar10,92.40,91.97
11528,777,cifar10,93.50,93.26
8122,999,cifar10,10.00,10.00
7030,888,cifar10,93.14,93.01
8805,888,cifar10,91.25,89.43
9982,888,cifar10,90.67,90.10
9492,777,cifar10,90.51,89.76
10273,888,cifar10,10.00,10.00
9703,777,cifar10,92.48,28.67
9096,888,cifar10,73.51,10.01
9561,888,cifar10,81.20,75.16
11240,777,cifar10,91.91,91.83
10209,777,cifar10,88.54,88.20
5954,777,cifar10,93.07,67.25
6400,999,cifar10,89.65,89.27
11146,888,cifar10,94.04,93.61
10505,777,cifar10,86.50,82.59
9376,777,cifar10,90.09,89.83
8887,777,cifar10,10.00,10.00
10323,777,cifar10,92.08,35.25
11287,888,cifar10,92.18,91.56
9461,777,cifar10,88.13,80.11
11732,777,cifar10,84.85,79.11
10780,777,cifar10,91.02,89.43
8188,777,cifar10,92.83,92.61
7487,888,cifar10,90.96,82.97
11043,777,cifar10,90.87,88.80
11880,777,cifar10,89.77,89.33
9635,777,cifar10,93.56,93.22
7682,888,cifar10,86.23,85.92
11102,888,cifar10,88.71,80.02
11335,888,cifar10,89.66,88.21
9254,777,cifar10,92.15,91.88
10986,888,cifar10,92.52,92.07
11669,888,cifar10,73.03,20.78
11796,777,cifar10,93.71,93.55
12048,777,cifar10,80.36,23.23
10396,888,cifar10,91.97,51.12
11612,888,cifar10,89.25,88.11
10720,777,cifar10,91.55,91.50
7881,777,cifar10,73.08,15.05
9042,777,cifar10,89.70,89.32
8947,888,cifar10,76.41,37.72
11989,777,cifar10,92.80,92.51
8034,777,cifar10,91.19,89.37
12227,777,cifar10,89.50,89.57
11942,777,cifar10,90.48,43.16
10273,999,cifar10,10.00,10.00
9770,888,cifar10,92.43,90.94
12330,777,cifar10,55.74,10.65
6731,999,cifar10,91.16,90.53
10119,888,cifar10,92.73,92.59
9179,888,cifar10,90.29,86.33
10063,777,cifar10,93.61,93.46
7956,888,cifar10,89.01,88.45
11435,888,cifar10,93.45,86.70
8807,999,cifar10,89.62,89.36
9864,888,cifar10,92.83,92.49
10873,777,cifar10,91.69,91.29
10640,777,cifar10,92.37,92.17
8711,777,cifar10,90.16,88.14
8544,888,cifar10,81.61,48.40
10209,888,cifar10,88.59,87.99
9568,777,cifar10,91.27,88.28
7215,777,cifar10,92.42,92.25
9492,888,cifar10,90.08,89.06
12143,777,cifar10,92.93,92.22
6400,777,cifar10,89.52,89.27
8122,777,cifar10,10.00,10.00
12416,777,cifar10,92.28,91.88
9920,777,cifar10,92.47,90.64
11291,777,cifar10,91.54,91.11
7496,999,cifar10,76.40,62.29
10407,777,cifar10,88.09,86.94
11152,777,cifar10,82.40,56.54
8887,888,cifar10,10.00,10.00
8254,777,cifar10,92.44,92.29
9988,777,cifar10,91.36,90.62
12048,888,cifar10,79.75,42.10
9376,888,cifar10,90.25,89.72
11880,888,cifar10,89.78,89.34
10780,888,cifar10,90.90,89.64
11240,888,cifar10,92.22,91.96
12227,888,cifar10,89.34,88.94
11619,777,cifar10,91.20,90.67
9703,888,cifar10,92.32,14.63
7881,888,cifar10,72.20,16.69
5954,888,cifar10,92.65,57.91
12464,777,cifar10,94.18,94.11
10505,888,cifar10,87.52,85.26
11528,888,cifar10,93.36,93.37
11335,999,cifar10,89.94,88.68
11043,888,cifar10,90.34,89.16
9461,888,cifar10,87.43,64.27
12583,777,cifar10,88.89,87.15
12681,777,cifar10,86.47,86.07
12330,888,cifar10,53.35,10.00
11687,777,cifar10,93.05,92.79
9042,888,cifar10,90.41,89.72
10720,888,cifar10,90.97,90.93
9254,888,cifar10,91.71,91.46
10323,888,cifar10,92.35,23.08
8188,888,cifar10,92.63,92.28
11989,888,cifar10,92.22,92.29
8807,777,cifar10,89.25,88.54
7692,999,cifar10,90.42,69.07
11732,888,cifar10,84.83,82.19
9635,888,cifar10,93.40,93.20
8034,888,cifar10,91.60,90.30
11796,888,cifar10,93.70,93.42
11105,777,cifar10,93.09,92.92
11942,888,cifar10,89.71,41.22
12883,777,cifar10,86.98,62.74
9778,999,cifar10,93.53,93.20
10209,999,cifar10,88.77,88.41
10990,777,cifar10,91.86,21.01
10124,777,cifar10,90.35,89.77
10278,777,cifar10,91.16,89.74
6731,777,cifar10,91.56,91.33
11441,777,cifar10,93.63,93.53
6400,888,cifar10,89.75,89.28
9568,888,cifar10,91.05,89.20
13176,777,cifar10,81.26,77.90
12778,777,cifar10,92.32,91.78
11545,777,cifar10,10.00,10.00
10640,888,cifar10,92.56,92.38
8711,888,cifar10,89.87,87.54
10873,888,cifar10,91.63,90.77
13040,777,cifar10,89.24,87.31
10407,888,cifar10,88.38,87.89
12048,999,cifar10,78.68,32.30
12681,888,cifar10,86.31,85.87
13434,777,cifar10,88.74,87.88
7496,777,cifar10,76.07,56.06
11241,777,cifar10,86.78,36.07
11291,888,cifar10,92.19,92.10
11619,888,cifar10,91.20,90.93
7215,888,cifar10,92.73,92.85
12330,999,cifar10,56.48,10.00
13327,777,cifar10,88.59,23.54
10063,888,cifar10,93.63,93.48
11152,888,cifar10,81.78,60.87
12583,888,cifar10,88.78,87.81
12416,888,cifar10,92.55,91.96
11338,777,cifar10,89.92,89.65
8807,888,cifar10,89.44,89.08
7884,777,cifar10,91.80,67.59
13696,777,cifar10,73.29,35.68
8122,888,cifar10,10.00,10.00
12946,777,cifar10,93.30,46.49
10785,777,cifar10,91.17,89.30
12143,888,cifar10,93.02,92.16
13499,777,cifar10,90.27,87.53
10726,777,cifar10,87.19,20.25
9920,888,cifar10,91.96,90.22
11687,888,cifar10,92.72,92.42
11989,999,cifar10,92.33,92.00
9988,888,cifar10,91.96,90.68
12241,777,cifar10,91.61,91.20
13103,777,cifar10,92.05,91.94
11886,777,cifar10,88.12,44.30
8254,888,cifar10,91.89,91.73
10333,777,cifar10,89.02,85.79
11050,777,cifar10,92.33,92.12
11545,888,cifar10,10.00,10.00
11950,777,cifar10,70.88,10.17
13176,888,cifar10,79.91,76.64
12464,888,cifar10,93.85,93.71
7692,777,cifar10,90.33,69.10
12883,888,cifar10,85.91,67.11
13893,777,cifar10,89.96,89.17
13766,777,cifar10,92.01,91.10
13576,777,cifar10,80.75,74.56
11734,777,cifar10,89.57,84.98
12681,999,cifar10,86.63,85.99
10523,777,cifar10,91.94,91.37
11800,777,cifar10,91.80,91.25
11105,888,cifar10,93.21,93.04
13434,888,cifar10,88.69,88.13
13250,777,cifar10,93.00,92.87
10124,888,cifar10,90.12,88.51
9778,777,cifar10,93.52,93.16
10407,999,cifar10,88.51,87.58
6731,888,cifar10,91.01,90.56
10644,777,cifar10,86.45,82.66
11241,888,cifar10,86.42,20.45
11619,999,cifar10,91.54,91.41
12049,777,cifar10,88.87,85.29
14050,777,cifar10,92.25,92.16
10278,888,cifar10,91.45,89.65
13327,888,cifar10,88.83,10.52
7496,888,cifar10,76.07,64.95
11441,888,cifar10,93.28,93.21
11291,999,cifar10,92.12,91.94
13040,888,cifar10,89.28,86.06
13696,888,cifar10,74.02,29.56
10990,888,cifar10,91.62,22.65
11545,999,cifar10,10.00,10.00
11338,888,cifar10,90.30,89.79
13963,777,cifar10,93.48,93.17
12778,888,cifar10,92.54,92.12
14215,777,cifar10,91.80,91.82
7884,888,cifar10,92.34,66.69
13176,999,cifar10,80.57,78.01
12341,777,cifar10,87.97,82.11
12424,777,cifar10,92.44,92.41
14605,777,cifar10,86.56,84.29
14448,777,cifar10,92.23,92.05
14350,777,cifar10,92.47,91.85
14531,777,cifar10,91.67,90.98
11998,777,cifar10,89.20,88.66
10896,777,cifar10,93.17,93.10
14141,777,cifar10,92.66,92.34
13499,888,cifar10,90.34,86.85
10726,888,cifar10,87.25,36.59
11950,888,cifar10,70.28,29.13
11156,777,cifar10,87.42,82.11
10785,888,cifar10,91.67,89.77
12144,777,cifar10,89.34,63.14
13434,999,cifar10,88.56,88.23
14721,777,cifar10,90.20,88.03
12587,777,cifar10,92.25,91.72
11695,777,cifar10,90.90,88.55
11050,888,cifar10,92.06,92.00
12883,999,cifar10,85.79,74.89
10333,888,cifar10,88.59,81.48
12241,888,cifar10,91.61,91.41
11447,777,cifar10,77.60,72.72
14637,777,cifar10,86.21,24.42
13766,888,cifar10,92.02,90.75
12700,777,cifar10,91.83,91.64
13893,888,cifar10,90.02,87.93
7692,888,cifar10,90.08,74.60
13103,888,cifar10,92.17,92.07
11886,888,cifar10,88.50,36.98
11800,888,cifar10,92.05,91.73
12946,888,cifar10,93.03,32.23
8257,999,cifar10,91.18,90.87
13696,999,cifar10,74.04,40.68
11734,888,cifar10,89.53,87.77
10644,888,cifar10,86.23,81.63
10421,777,cifar10,82.77,58.39
6736,999,cifar10,90.28,87.83
12049,888,cifar10,89.64,85.70
12464,999,cifar10,93.70,93.49
10996,777,cifar10,10.00,10.00
7498,999,cifar10,87.72,76.93
13576,888,cifar10,80.34,75.48
13337,777,cifar10,87.48,70.01
9778,888,cifar10,93.40,93.20
11105,999,cifar10,93.25,93.21
11245,777,cifar10,91.03,90.71
11338,999,cifar10,90.26,89.65
14050,888,cifar10,92.24,92.28
10127,777,cifar10,91.54,90.90
11998,888,cifar10,89.13,88.71
11550,777,cifar10,91.15,89.70
13046,777,cifar10,92.33,91.28
10523,888,cifar10,92.12,91.93
11447,888,cifar10,76.08,67.47
14605,888,cifar10,86.19,83.62
11624,777,cifar10,89.38,82.61
12424,888,cifar10,92.32,92.34
13250,888,cifar10,93.43,93.23
11295,777,cifar10,89.60,56.29
14531,888,cifar10,91.99,90.59
12341,888,cifar10,88.58,80.96
10338,777,cifar10,73.26,31.63
13499,999,cifar10,90.23,88.14
14808,777,cifar10,91.98,91.47
10726,999,cifar10,87.07,52.94
14448,888,cifar10,92.64,92.37
14215,888,cifar10,91.93,91.94
13189,777,cifar10,82.42,78.09
14350,888,cifar10,92.77,91.58
14721,888,cifar10,90.15,88.94
11953,777,cifar10,85.90,80.65
14898,777,cifar10,92.37,91.68
12889,777,cifar10,89.93,88.27
12144,888,cifar10,88.86,60.92
11156,888,cifar10,86.76,81.59
12779,777,cifar10,92.96,92.81
13437,777,cifar10,88.92,80.85
13963,888,cifar10,93.04,92.58
10896,888,cifar10,93.22,93.16
11050,999,cifar10,92.48,92.46
14997,777,cifar10,73.58,23.82
12700,888,cifar10,92.13,92.10
12951,777,cifar10,75.84,66.95
11695,888,cifar10,90.66,88.99
11352,777,cifar10,76.12,66.00
13766,999,cifar10,91.35,89.66
6736,777,cifar10,90.26,87.78
11447,999,cifar10,76.76,72.00
10996,888,cifar10,10.00,10.00
14141,888,cifar10,92.31,91.65
10421,888,cifar10,82.91,72.40
7498,777,cifar10,87.56,79.07
12243,777,cifar10,92.11,91.48
13337,888,cifar10,87.02,51.58
12467,777,cifar10,87.80,10.00
10793,777,cifar10,93.19,92.98
14637,888,cifar10,87.36,12.16
12587,888,cifar10,92.33,91.52
12054,777,cifar10,86.51,82.09
13893,999,cifar10,90.01,88.59
10645,777,cifar10,81.99,73.10
11741,777,cifar10,91.00,89.18
10543,777,cifar10,86.26,31.26
11998,999,cifar10,88.88,88.59
11800,999,cifar10,92.36,92.14
13110,777,cifar10,91.67,90.58
10338,888,cifar10,74.00,21.99
11890,777,cifar10,90.69,89.46
9787,777,cifar10,89.65,88.53
13615,777,cifar10,89.08,82.37
11245,888,cifar10,90.69,90.55
8257,777,cifar10,91.63,91.33
11110,777,cifar10,88.80,10.00
14050,999,cifar10,92.26,92.16
11550,888,cifar10,90.82,89.59
13700,777,cifar10,93.11,92.69
13046,888,cifar10,92.27,91.27
12348,777,cifar10,92.54,92.44
14531,999,cifar10,92.18,91.03
12425,777,cifar10,81.84,74.61
14733,777,cifar10,86.41,32.12
11352,888,cifar10,75.34,61.92
14607,777,cifar10,92.76,92.59
12889,888,cifar10,89.26,88.34
10127,888,cifar10,91.96,91.32
13510,777,cifar10,91.81,91.66
14448,999,cifar10,92.22,92.10
11624,888,cifar10,88.75,77.78
10728,777,cifar10,89.77,89.53
14997,888,cifar10,74.93,13.62
12700,999,cifar10,91.75,91.78
11953,888,cifar10,86.33,81.41
13253,777,cifar10,89.32,78.81
12951,888,cifar10,75.26,65.12
11163,777,cifar10,89.70,89.24
11295,888,cifar10,89.51,38.06
11999,777,cifar10,73.71,47.78
10996,999,cifar10,10.00,10.00
14215,999,cifar10,92.08,91.92
13189,888,cifar10,81.57,76.72
12147,777,cifar10,81.00,73.63
14808,888,cifar10,92.49,91.79
6736,888,cifar10,89.93,87.17
10543,888,cifar10,86.25,38.84
7498,888,cifar10,87.50,83.07
13437,888,cifar10,88.40,81.98
12054,888,cifar10,87.21,85.87
13966,777,cifar10,91.31,37.07
12467,888,cifar10,86.70,10.00
13352,777,cifar10,93.58,93.47
14898,888,cifar10,92.24,91.77
14352,777,cifar10,92.52,92.05
10427,777,cifar10,91.33,89.13
11695,999,cifar10,91.58,89.37
11053,777,cifar10,89.41,28.63
10645,888,cifar10,81.97,76.68
13780,777,cifar10,89.38,10.01
12779,888,cifar10,93.18,92.99
10896,999,cifar10,92.87,92.73
11741,888,cifar10,91.07,89.00
12243,888,cifar10,92.04,91.44
11352,999,cifar10,76.00,63.18
14641,777,cifar10,89.29,87.68
11255,777,cifar10,84.57,62.33
13110,888,cifar10,91.32,90.61
9787,888,cifar10,90.22,89.74
11555,777,cifar10,91.83,89.33
11458,777,cifar10,91.04,29.41
10352,777,cifar10,91.24,90.36
14733,888,cifar10,86.08,16.86
11999,888,cifar10,74.27,22.41
11808,777,cifar10,91.17,61.11
11110,888,cifar10,88.13,14.86
13920,777,cifar10,92.62,91.86
10793,888,cifar10,93.24,92.91
12892,777,cifar10,89.12,88.96
12589,777,cifar10,91.12,64.01
14141,999,cifar10,92.29,92.09
13615,888,cifar10,89.32,77.44
11890,888,cifar10,90.68,88.68
13046,999,cifar10,92.75,91.39
12348,888,cifar10,92.56,92.40
12425,888,cifar10,81.85,74.68
11958,777,cifar10,91.97,91.81
14077,777,cifar10,90.15,38.40
8257,888,cifar10,91.02,90.96
11001,777,cifar10,68.15,43.99
10543,999,cifar10,86.22,21.93
14997,999,cifar10,74.45,10.02
13444,777,cifar10,80.34,47.93
13196,777,cifar10,88.87,85.29
15174,777,cifar10,73.63,14.98
12056,777,cifar10,87.51,82.73
12703,777,cifar10,90.00,89.31
13700,888,cifar10,93.26,93.23
11627,777,cifar10,92.59,92.37
14230,777,cifar10,91.02,90.83
13510,888,cifar10,92.06,92.07
11297,777,cifar10,91.22,90.80
14607,888,cifar10,92.73,92.33
14539,777,cifar10,92.24,92.10
11163,888,cifar10,89.34,89.02
12974,777,cifar10,82.35,27.82
15084,777,cifar10,92.85,92.50
14451,777,cifar10,92.26,79.70
7523,999,cifar10,91.27,91.06
13352,888,cifar10,93.35,93.24
12147,888,cifar10,80.52,75.21
10728,888,cifar10,90.56,90.27
13253,888,cifar10,89.66,65.99
10427,888,cifar10,91.24,89.88
11696,777,cifar10,90.61,88.67
13966,888,cifar10,90.79,38.69
13118,777,cifar10,86.86,83.26
12800,777,cifar10,84.11,78.80
14808,999,cifar10,92.32,91.76
13780,888,cifar10,89.14,12.07
10900,777,cifar10,86.41,32.12
12006,777,cifar10,88.59,88.36
11555,888,cifar10,91.39,89.94
14352,888,cifar10,92.31,92.15
13444,888,cifar10,79.93,52.49
11255,888,cifar10,84.82,54.25
14898,999,cifar10,92.12,92.07
12892,888,cifar10,89.16,88.70
11053,888,cifar10,89.52,25.03
8264,999,cifar10,89.46,89.03
11380,777,cifar10,89.33,88.89
11743,777,cifar10,92.80,92.46
11958,888,cifar10,92.14,91.95
12056,888,cifar10,87.03,77.90
13196,888,cifar10,88.43,85.27
12492,777,cifar10,93.15,93.05
11001,888,cifar10,68.01,39.85
14641,888,cifar10,88.76,84.53
12434,777,cifar10,81.49,63.62
10352,888,cifar10,91.22,89.77
15174,888,cifar10,73.36,10.49
12244,777,cifar10,92.20,92.03
10654,777,cifar10,92.70,92.66
15009,777,cifar10,89.12,88.96
14230,888,cifar10,90.58,90.31
12703,888,cifar10,89.66,88.96
15262,777,cifar10,93.31,93.14
11297,888,cifar10,91.22,90.83
11808,888,cifar10,91.57,41.23
11115,777,cifar10,92.27,92.20
11627,888,cifar10,92.64,92.39
11458,888,cifar10,89.95,30.57
11896,777,cifar10,92.21,90.86
14152,777,cifar10,93.66,93.59
13052,777,cifar10,91.69,90.84
13622,777,cifar10,91.82,91.66
14753,777,cifar10,91.79,90.53
11163,999,cifar10,89.20,89.07
13510,999,cifar10,92.33,92.27
12349,777,cifar10,92.67,92.75
13920,888,cifar10,92.57,92.02
10804,777,cifar10,92.39,92.19
10736,777,cifar10,88.86,88.48
12589,888,cifar10,90.96,63.46
12974,888,cifar10,81.80,9.15
13970,777,cifar10,92.21,92.25
13118,888,cifar10,86.84,82.00
14077,888,cifar10,90.55,48.54
7523,777,cifar10,91.35,91.14
14610,777,cifar10,91.69,90.85
13700,999,cifar10,93.35,93.16
13444,999,cifar10,79.62,52.73
14539,888,cifar10,92.93,92.85
10556,777,cifar10,92.80,92.64
10432,777,cifar10,81.19,13.39
15084,888,cifar10,92.85,92.80
8264,777,cifar10,89.87,89.37
14451,888,cifar10,92.32,51.32
12006,888,cifar10,89.20,88.69
11696,888,cifar10,90.65,88.41
12800,888,cifar10,84.98,80.36
12056,999,cifar10,87.09,71.13
11058,777,cifar10,91.81,91.82
12148,777,cifar10,92.35,92.29
12897,777,cifar10,92.37,92.13
10368,777,cifar10,80.97,59.14
13354,777,cifar10,93.03,92.88
13257,777,cifar10,75.77,20.13
11001,999,cifar10,67.28,39.06
11262,777,cifar10,92.05,92.02
10900,888,cifar10,86.68,50.38
12434,888,cifar10,80.32,62.94
14643,777,cifar10,90.65,89.64
13780,999,cifar10,89.23,10.01
14904,777,cifar10,89.97,85.32
11963,777,cifar10,87.02,54.04
14353,777,cifar10,92.21,91.75
11565,777,cifar10,93.29,93.47
14832,777,cifar10,89.74,84.18
15009,888,cifar10,88.84,88.15
11380,888,cifar10,89.06,48.92
13201,777,cifar10,68.77,43.18
11743,888,cifar10,92.60,92.58
11297,999,cifar10,91.16,91.03
14235,777,cifar10,89.25,88.81
15205,777,cifar10,88.66,84.98
11627,999,cifar10,92.53,92.57
13970,888,cifar10,92.28,92.32
13521,777,cifar10,86.40,86.42
10736,888,cifar10,88.84,88.28
13118,999,cifar10,86.56,84.34
12711,777,cifar10,92.74,92.44
12492,888,cifar10,92.66,92.48
13447,777,cifar10,79.60,14.86
8264,888,cifar10,89.96,89.51
12244,888,cifar10,92.35,91.77
11176,777,cifar10,92.15,91.96
11809,777,cifar10,83.29,60.95
15262,888,cifar10,93.50,93.35
13052,888,cifar10,92.17,91.10
11462,777,cifar10,92.13,91.79
7523,888,cifar10,91.31,91.13
11115,888,cifar10,92.50,92.49
10368,888,cifar10,79.45,49.05
11896,888,cifar10,91.63,90.42
12975,777,cifar10,92.28,92.15
10654,888,cifar10,92.80,92.86
13622,888,cifar10,90.97,90.68
11058,888,cifar10,91.80,91.74
10432,888,cifar10,82.27,24.25
14152,888,cifar10,93.67,93.47
12438,777,cifar10,89.46,89.14
12349,888,cifar10,92.95,92.92
14753,888,cifar10,92.12,91.03
13710,777,cifar10,86.68,83.87
12081,777,cifar10,92.23,92.10
12897,888,cifar10,92.15,92.17
14610,888,cifar10,92.07,91.32
12604,777,cifar10,75.52,22.53
11700,777,cifar10,90.82,88.29
14541,777,cifar10,84.38,79.99
11262,888,cifar10,91.97,91.73
14077,999,cifar10,90.26,47.25
13920,999,cifar10,92.95,92.34
10556,888,cifar10,92.43,91.91
14643,888,cifar10,90.53,89.57
10804,888,cifar10,92.06,91.66
11002,777,cifar10,84.87,81.73
15084,999,cifar10,93.16,92.95
10959,777,cifar10,89.05,13.67
14451,999,cifar10,92.69,64.51
15009,999,cifar10,89.11,88.98
12808,777,cifar10,92.92,92.04
11963,888,cifar10,87.76,60.50
14904,888,cifar10,89.48,85.97
12148,888,cifar10,92.51,92.36
12015,777,cifar10,93.57,93.56
13257,888,cifar10,75.53,16.80
13782,777,cifar10,89.67,81.75
11393,777,cifar10,83.00,56.69
13354,888,cifar10,93.43,93.01
13970,999,cifar10,92.02,91.91
13447,888,cifar10,79.87,29.53
11565,888,cifar10,92.91,92.81
10736,999,cifar10,88.60,88.11
13201,888,cifar10,68.09,36.13
10368,999,cifar10,79.04,43.99
14832,888,cifar10,90.09,85.46
13521,888,cifar10,86.57,86.16
14235,888,cifar10,89.44,88.24
14353,888,cifar10,92.04,92.20
11299,777,cifar10,93.62,93.48
12438,888,cifar10,90.31,89.73
12273,777,cifar10,89.03,10.48
13062,777,cifar10,89.59,89.12
11058,999,cifar10,92.20,92.10
15205,888,cifar10,88.48,82.78
11753,777,cifar10,91.92,91.51
13632,777,cifar10,87.11,47.54
11630,777,cifar10,89.09,87.81
11176,888,cifar10,91.99,91.91
12711,888,cifar10,92.18,92.11
12081,888,cifar10,92.59,92.55
11124,777,cifar10,92.50,92.43
12975,888,cifar10,92.29,92.00
12897,999,cifar10,92.59,92.43
14615,777,cifar10,84.19,80.47
11809,888,cifar10,82.23,39.09
11267,777,cifar10,92.07,91.91
11462,888,cifar10,92.21,92.09
11896,999,cifar10,91.85,90.32
13127,777,cifar10,93.51,93.28
13710,888,cifar10,87.72,84.33
10669,777,cifar10,84.65,69.56
15351,777,cifar10,91.70,64.75
11700,888,cifar10,91.66,90.52
15262,999,cifar10,93.07,92.97
12500,777,cifar10,92.83,92.71
11002,888,cifar10,84.80,80.21
10439,777,cifar10,93.82,93.70
10959,888,cifar10,88.95,10.95
14754,777,cifar10,90.35,84.96
15515,777,cifar10,89.42,55.13
14650,777,cifar10,91.17,89.29
12604,888,cifar10,75.59,23.62
14541,888,cifar10,85.28,78.59
10587,777,cifar10,84.47,79.30
14085,777,cifar10,91.25,89.28
11963,999,cifar10,87.91,77.63
15093,777,cifar10,85.77,81.64
14152,999,cifar10,94.11,93.88
13264,777,cifar10,92.13,92.11
14904,999,cifar10,89.58,85.69
11393,888,cifar10,82.49,63.37
13922,777,cifar10,92.95,92.83
15016,777,cifar10,91.81,91.66
13523,777,cifar10,86.59,83.88
12371,777,cifar10,90.22,86.02
13062,888,cifar10,89.63,89.11
13782,888,cifar10,90.14,84.72
12440,777,cifar10,92.53,92.25
12150,777,cifar10,10.00,10.00
13972,777,cifar10,89.21,88.58
12273,888,cifar10,89.06,16.73
13448,777,cifar10,92.52,92.40
13206,777,cifar10,91.15,89.70
11067,777,cifar10,86.40,86.30
12808,888,cifar10,92.69,91.95
13361,777,cifar10,88.91,8.04
12095,777,cifar10,88.23,87.64
14456,777,cifar10,93.05,92.78
12015,888,cifar10,92.97,92.72
11299,888,cifar10,93.42,93.31
13632,888,cifar10,86.87,53.94
14238,777,cifar10,90.60,87.64
10816,777,cifar10,91.66,63.07
14615,888,cifar10,84.68,75.94
14832,999,cifar10,90.30,86.40
11818,777,cifar10,86.50,66.81
12742,777,cifar10,91.50,89.11
11176,999,cifar10,92.21,92.23
14356,777,cifar10,93.02,92.66
11124,888,cifar10,92.68,92.47
11267,888,cifar10,92.35,92.04
11568,777,cifar10,92.01,91.67
11630,888,cifar10,88.25,86.89
15224,777,cifar10,91.92,91.99
15598,777,cifar10,92.51,92.19
11753,888,cifar10,91.86,90.78
12901,777,cifar10,91.92,90.53
10739,777,cifar10,92.92,92.85
11700,999,cifar10,91.18,88.93
12984,777,cifar10,87.35,11.11
11965,777,cifar10,76.10,68.69
13710,999,cifar10,87.30,82.72
14544,777,cifar10,86.84,86.64
