idx,seed,dataset,acc,esp_acc
7437,777,cifar10,88.92,87.96
7984,888,cifar10,89.27,86.26
9811,888,cifar10,84.20,75.70
5543,888,cifar10,73.15,19.09
10237,888,cifar10,88.91,14.58
5852,777,cifar10,92.38,92.33
9204,888,cifar10,89.99,34.12
6232,888,cifar10,62.40,11.76
8325,999,cifar10,88.68,87.98
5359,888,cifar10,88.13,84.98
9326,888,cifar10,78.23,24.00
5178,888,cifar10,92.17,91.42
5422,888,cifar10,85.42,77.53
9949,888,cifar10,89.67,89.38
8980,888,cifar10,90.92,90.30
9420,777,cifar10,85.22,67.77
8407,888,cifar10,75.59,17.88
9060,777,cifar10,91.22,89.79
8912,777,cifar10,86.84,86.64
6105,888,cifar10,93.18,93.04
8844,888,cifar10,86.87,23.13
6921,999,cifar10,51.50,10.00
5644,777,cifar10,89.82,89.14
9527,888,cifar10,90.47,84.66
6301,777,cifar10,92.50,92.07
7537,999,cifar10,91.13,89.75
6618,999,cifar10,91.00,89.16
8047,777,cifar10,90.08,89.90
7715,888,cifar10,92.85,92.60
6000,999,cifar10,76.06,20.90
6517,888,cifar10,90.60,37.16
6984,777,cifar10,73.62,60.26
6449,777,cifar10,93.30,93.22
9467,888,cifar10,88.95,19.63
7793,888,cifar10,92.12,92.11
9595,777,cifar10,91.30,90.16
7915,888,cifar10,84.60,80.25
9137,888,cifar10,91.91,91.54
5741,888,cifar10,92.33,91.26
8654,777,cifar10,93.54,93.47
7166,777,cifar10,93.24,92.73
7063,888,cifar10,92.32,91.31
7327,777,cifar10,91.65,91.51
9872,888,cifar10,88.40,20.41
7437,888,cifar10,88.53,88.08
10069,888,cifar10,92.35,92.18
8325,777,cifar10,88.55,88.11
5299,888,cifar10,90.55,90.16
8493,888,cifar10,92.10,92.05
8211,888,cifar10,90.60,90.56
9730,777,cifar10,92.23,92.30
9332,999,cifar10,89.62,89.36
8564,888,cifar10,89.30,22.44
6874,777,cifar10,90.72,87.15
6143,999,cifar10,89.29,89.12
8157,888,cifar10,91.96,91.55
6719,999,cifar10,93.58,93.07
9655,777,cifar10,90.34,88.17
6773,888,cifar10,92.31,91.89
6921,777,cifar10,34.95,16.00
7235,777,cifar10,92.59,92.45
9229,999,cifar10,90.81,88.99
9278,888,cifar10,92.62,92.13
8912,888,cifar10,86.37,86.29
6235,777,cifar10,92.28,44.48
5196,999,cifar10,85.84,77.52
5553,999,cifar10,93.08,92.99
8408,777,cifar10,91.78,91.47
7997,777,cifar10,89.47,85.30
5482,888,cifar10,92.44,91.58
8988,999,cifar10,88.11,10.00
5852,888,cifar10,92.64,92.27
10159,888,cifar10,90.94,88.43
6363,999,cifar10,89.04,10.00
9992,888,cifar10,92.95,92.81
5644,888,cifar10,89.70,88.84
8745,777,cifar10,91.34,89.48
5932,888,cifar10,92.44,91.73
5365,777,cifar10,90.81,90.31
9420,888,cifar10,82.91,68.58
6301,888,cifar10,92.29,91.76
8845,999,cifar10,93.50,93.36
10244,777,cifar10,93.01,92.82
5439,777,cifar10,88.64,77.76
7718,999,cifar10,91.37,90.08
9060,888,cifar10,90.96,89.48
9530,777,cifar10,87.95,83.61
6000,777,cifar10,76.00,12.85
6984,888,cifar10,74.00,10.00
8047,888,cifar10,88.54,86.24
7537,777,cifar10,90.99,88.63
6143,777,cifar10,89.44,88.64
7080,999,cifar10,10.00,10.00
9814,777,cifar10,92.75,92.72
9468,777,cifar10,92.30,92.39
9961,777,cifar10,92.90,92.59
6618,777,cifar10,90.90,88.92
9332,777,cifar10,89.25,88.54
8325,888,cifar10,88.76,88.17
6921,888,cifar10,52.32,10.00
9157,999,cifar10,86.61,76.89
8218,999,cifar10,75.09,50.20
9730,888,cifar10,91.55,91.37
8512,777,cifar10,86.42,34.00
9595,888,cifar10,91.08,87.81
6524,777,cifar10,89.97,78.04
7929,777,cifar10,91.37,42.31
10074,777,cifar10,85.44,59.67
5742,999,cifar10,90.89,89.20
7166,888,cifar10,93.20,93.08
7327,888,cifar10,91.32,91.47
6449,888,cifar10,93.08,93.09
7802,999,cifar10,92.80,92.39
10001,999,cifar10,72.99,34.97
9873,777,cifar10,91.41,16.71
9229,777,cifar10,91.30,89.24
9655,888,cifar10,90.21,88.51
5196,777,cifar10,85.43,81.68
8408,888,cifar10,92.13,92.02
6781,777,cifar10,90.50,86.12
8565,777,cifar10,92.26,91.81
6235,888,cifar10,92.10,13.53
5935,999,cifar10,74.43,20.98
7452,999,cifar10,92.80,92.00
8988,777,cifar10,88.11,19.82
6314,999,cifar10,86.93,85.98
8654,888,cifar10,93.68,93.40
6719,777,cifar10,92.96,92.75
8162,777,cifar10,93.69,93.58
6143,888,cifar10,89.59,89.12
8915,999,cifar10,88.70,88.40
5553,777,cifar10,93.23,92.92
7235,888,cifar10,92.90,92.64
5494,999,cifar10,92.40,92.18
5855,999,cifar10,89.98,59.48
6874,888,cifar10,90.67,86.47
7997,888,cifar10,90.02,86.02
5304,777,cifar10,93.30,93.14
9286,777,cifar10,92.11,89.86
7080,777,cifar10,10.00,10.00
10171,777,cifar10,89.21,50.27
9332,888,cifar10,89.69,89.09
8845,777,cifar10,93.50,93.46
7718,777,cifar10,91.63,89.97
6363,777,cifar10,89.00,9.72
5365,888,cifar10,90.93,90.70
5649,999,cifar10,92.24,90.79
9424,777,cifar10,90.93,90.34
9468,888,cifar10,92.20,92.19
9074,777,cifar10,91.81,91.66
8218,777,cifar10,75.25,57.27
6000,888,cifar10,76.17,19.37
8512,888,cifar10,86.66,71.62
8745,888,cifar10,91.28,89.68
5439,888,cifar10,88.02,76.03
7537,888,cifar10,91.23,89.35
7331,777,cifar10,86.72,18.16
9530,888,cifar10,88.05,85.76
9157,777,cifar10,87.02,78.90
10244,888,cifar10,93.35,92.96
8336,999,cifar10,91.75,91.73
10001,777,cifar10,73.57,29.35
9666,777,cifar10,87.41,84.95
6926,777,cifar10,92.54,92.36
10074,888,cifar10,85.78,52.67
6456,999,cifar10,91.95,91.68
6996,777,cifar10,91.21,90.59
6618,888,cifar10,90.62,88.19
7929,888,cifar10,90.90,31.61
7167,777,cifar10,92.42,92.11
8058,999,cifar10,93.64,93.69
9598,777,cifar10,89.07,85.14
5935,777,cifar10,74.09,30.25
5742,777,cifar10,91.10,88.78
6524,888,cifar10,89.59,76.86
5196,888,cifar10,86.00,80.21
6314,777,cifar10,87.24,86.29
9732,999,cifar10,91.93,90.76
9229,888,cifar10,90.91,89.06
8428,777,cifar10,90.13,89.46
9961,888,cifar10,92.99,92.49
7239,777,cifar10,86.45,21.85
9873,888,cifar10,90.63,8.72
7080,888,cifar10,10.00,10.00
8988,888,cifar10,88.09,28.72
6239,777,cifar10,88.50,86.04
6781,888,cifar10,89.89,82.80
9814,888,cifar10,92.54,92.25
8565,888,cifar10,92.63,92.41
6882,777,cifar10,73.53,26.01
5553,888,cifar10,93.64,93.50
5855,777,cifar10,90.14,60.14
8915,777,cifar10,89.20,88.51
5494,777,cifar10,92.65,92.53
6164,777,cifar10,91.70,91.37
8218,888,cifar10,76.08,60.76
7802,777,cifar10,92.65,92.39
7718,888,cifar10,91.41,89.88
9343,777,cifar10,80.44,20.49
8656,777,cifar10,91.18,89.69
7452,777,cifar10,92.48,92.23
9666,888,cifar10,86.93,85.26
10001,888,cifar10,72.89,26.71
8162,888,cifar10,93.64,93.53
6719,888,cifar10,93.08,93.12
8845,888,cifar10,94.11,93.88
7331,888,cifar10,86.39,24.81
6001,999,cifar10,73.57,23.43
9531,999,cifar10,10.00,10.00
10171,888,cifar10,89.50,30.18
8009,999,cifar10,87.12,55.22
9476,777,cifar10,91.69,91.29
7575,999,cifar10,92.26,91.97
10297,777,cifar10,92.28,91.37
9286,888,cifar10,92.35,91.79
9074,888,cifar10,92.15,92.03
5649,777,cifar10,91.68,90.31
9157,888,cifar10,86.52,68.67
8336,777,cifar10,92.43,92.24
6363,888,cifar10,88.59,10.08
9424,888,cifar10,90.16,90.08
5304,888,cifar10,93.08,93.02
10246,777,cifar10,91.85,91.22
5935,888,cifar10,73.80,42.97
6456,777,cifar10,92.16,91.98
10075,999,cifar10,88.54,86.42
6314,888,cifar10,87.76,86.18
6926,888,cifar10,91.88,91.78
5440,777,cifar10,92.85,92.67
6623,777,cifar10,89.16,10.00
7239,888,cifar10,86.73,31.64
8754,777,cifar10,92.67,92.63
8524,777,cifar10,92.46,92.25
5209,999,cifar10,86.99,73.48
9879,777,cifar10,75.86,11.55
9010,999,cifar10,90.21,89.69
8428,888,cifar10,90.23,89.83
5742,888,cifar10,91.22,89.43
9230,777,cifar10,86.40,86.42
9598,888,cifar10,89.10,85.83
10008,999,cifar10,10.00,10.00
6239,888,cifar10,88.10,87.00
6541,777,cifar10,92.22,91.96
7167,888,cifar10,92.12,91.94
7933,777,cifar10,88.62,88.03
6882,888,cifar10,73.26,26.63
6782,777,cifar10,86.69,25.89
9732,777,cifar10,91.92,89.78
8058,777,cifar10,93.50,93.35
9965,777,cifar10,89.61,88.86
5855,888,cifar10,90.02,24.34
9343,888,cifar10,78.96,32.20
7107,777,cifar10,92.06,91.98
9818,777,cifar10,92.52,92.26
9531,777,cifar10,10.00,10.00
6996,888,cifar10,91.20,90.75
5494,888,cifar10,92.26,92.32
9289,777,cifar10,84.37,83.70
8568,777,cifar10,92.00,91.83
8915,888,cifar10,88.42,88.18
7575,777,cifar10,92.10,92.12
6164,888,cifar10,91.70,91.08
5575,999,cifar10,91.96,91.82
8167,777,cifar10,92.21,91.75
9476,888,cifar10,91.93,91.11
8656,888,cifar10,91.58,90.08
8221,999,cifar10,91.79,90.71
9670,777,cifar10,78.20,15.39
8336,888,cifar10,92.38,92.20
7724,777,cifar10,86.04,33.76
8854,777,cifar10,91.65,91.36
10297,888,cifar10,92.17,91.83
6001,777,cifar10,74.30,13.92
5310,777,cifar10,91.50,89.11
6364,999,cifar10,92.63,92.73
7452,888,cifar10,93.07,92.27
6456,888,cifar10,91.84,91.51
6727,999,cifar10,91.49,90.67
9161,777,cifar10,93.47,93.24
7356,777,cifar10,91.32,91.05
10178,777,cifar10,90.88,90.73
5936,999,cifar10,85.10,40.38
10008,777,cifar10,10.00,10.00
9433,777,cifar10,91.36,59.53
10075,777,cifar10,88.40,86.33
7802,888,cifar10,92.43,92.28
10246,888,cifar10,92.10,91.36
9879,888,cifar10,75.81,16.66
5649,888,cifar10,92.02,91.20
8009,777,cifar10,87.96,39.26
6945,777,cifar10,92.70,92.35
6889,999,cifar10,68.01,39.85
9010,777,cifar10,90.75,90.53
6318,999,cifar10,83.89,50.15
5209,777,cifar10,87.60,60.84
9230,888,cifar10,86.57,86.09
6623,888,cifar10,89.20,13.72
8431,999,cifar10,90.24,89.28
9080,777,cifar10,93.48,93.43
7242,777,cifar10,90.85,90.58
9599,777,cifar10,91.91,91.48
9289,888,cifar10,84.05,83.72
5440,888,cifar10,92.96,92.65
9531,888,cifar10,10.00,10.00
5771,777,cifar10,92.83,92.79
6541,888,cifar10,92.23,92.19
6782,888,cifar10,86.85,17.91
6243,999,cifar10,92.44,91.94
9353,999,cifar10,91.37,90.08
7575,888,cifar10,92.60,92.42
8754,888,cifar10,93.12,92.96
7933,888,cifar10,88.22,87.53
8524,888,cifar10,92.34,91.39
5882,999,cifar10,90.50,88.84
7171,777,cifar10,86.87,16.05
6998,777,cifar10,91.08,89.08
10008,888,cifar10,10.00,10.00
9670,888,cifar10,78.46,23.61
9965,888,cifar10,89.27,88.88
9732,888,cifar10,91.78,90.72
8916,777,cifar10,90.32,68.93
9818,888,cifar10,92.56,92.05
8346,999,cifar10,91.74,91.88
8568,888,cifar10,92.15,91.87
10299,777,cifar10,75.58,24.71
7107,888,cifar10,92.62,92.44
8058,888,cifar10,93.56,93.42
6179,777,cifar10,92.10,91.49
5310,888,cifar10,91.25,90.07
6001,888,cifar10,74.65,10.00
10075,888,cifar10,89.12,83.11
5497,999,cifar10,93.00,92.79
6889,777,cifar10,67.28,39.06
8167,888,cifar10,91.88,91.65
5575,777,cifar10,91.91,91.88
6364,777,cifar10,92.44,92.23
5663,999,cifar10,87.90,79.93
6463,777,cifar10,89.13,19.29
7724,888,cifar10,85.87,53.92
7453,999,cifar10,90.44,88.90
5936,777,cifar10,85.07,41.20
9161,888,cifar10,93.72,93.41
8221,777,cifar10,92.37,91.58
8854,888,cifar10,91.91,89.98
9010,888,cifar10,90.20,89.85
9887,777,cifar10,89.49,86.61
10251,777,cifar10,85.80,65.25
8431,777,cifar10,90.32,89.96
10178,888,cifar10,91.25,89.62
9478,777,cifar10,92.10,91.78
6318,777,cifar10,83.65,63.84
9433,888,cifar10,90.61,40.01
6727,777,cifar10,91.30,90.32
7356,888,cifar10,91.23,90.13
5209,888,cifar10,87.38,62.01
7811,999,cifar10,91.61,90.71
6945,888,cifar10,92.67,92.49
8680,777,cifar10,90.29,89.72
8009,888,cifar10,87.47,38.25
6638,999,cifar10,89.20,85.79
8579,777,cifar10,86.57,86.46
9293,777,cifar10,87.41,83.41
9599,888,cifar10,91.78,91.52
6800,777,cifar10,89.04,8.51
9232,777,cifar10,92.10,92.04
7242,888,cifar10,90.48,90.24
9823,777,cifar10,79.93,49.16
10012,999,cifar10,89.99,88.86
9353,777,cifar10,91.63,89.97
10464,777,cifar10,60.37,10.27
5771,888,cifar10,92.87,92.47
6889,888,cifar10,68.15,43.99
10369,777,cifar10,92.11,92.01
9080,888,cifar10,93.23,93.17
6552,777,cifar10,92.08,92.01
5882,777,cifar10,90.00,88.93
8531,777,cifar10,89.61,87.47
6998,888,cifar10,91.08,88.81
7586,777,cifar10,86.37,13.05
8069,777,cifar10,86.58,59.60
9532,777,cifar10,92.35,92.30
9015,999,cifar10,91.96,91.77
6243,777,cifar10,92.08,91.63
8346,777,cifar10,92.04,91.95
10299,888,cifar10,76.07,20.28
7116,777,cifar10,75.39,59.87
5663,777,cifar10,88.21,83.87
8770,777,cifar10,91.07,90.52
7171,888,cifar10,87.04,21.23
7938,777,cifar10,92.80,92.46
6004,999,cifar10,84.74,19.95
8916,888,cifar10,90.27,77.00
9672,999,cifar10,91.91,91.77
10077,999,cifar10,89.17,85.22
6364,888,cifar10,92.60,92.51
9969,777,cifar10,93.01,92.91
9748,999,cifar10,92.78,92.73
8431,888,cifar10,90.32,89.27
5936,888,cifar10,85.36,34.62
6179,888,cifar10,92.02,90.67
6463,888,cifar10,88.81,20.56
8579,888,cifar10,85.83,85.52
6946,999,cifar10,92.11,91.83
7453,777,cifar10,89.90,88.69
9887,888,cifar10,89.25,86.10
5575,888,cifar10,92.47,92.33
5497,777,cifar10,93.15,93.02
8170,777,cifar10,88.46,79.57
9164,777,cifar10,92.47,90.87
6318,888,cifar10,84.15,56.74
8221,888,cifar10,92.51,91.36
9823,888,cifar10,80.32,49.29
9435,777,cifar10,89.90,51.84
6893,999,cifar10,62.86,10.00
10251,888,cifar10,85.14,51.95
8875,777,cifar10,92.56,92.47
9601,999,cifar10,91.62,91.56
7811,777,cifar10,90.90,89.28
10012,777,cifar10,89.94,89.26
9015,777,cifar10,91.76,91.69
6800,888,cifar10,88.85,12.06
7726,777,cifar10,92.94,92.24
7369,777,cifar10,90.57,87.58
10464,888,cifar10,59.56,13.64
6727,888,cifar10,91.46,90.72
9293,888,cifar10,87.54,83.97
10191,777,cifar10,93.07,92.87
6638,777,cifar10,89.46,87.27
7247,777,cifar10,75.84,66.95
9478,888,cifar10,91.91,91.52
9353,888,cifar10,91.69,90.48
8069,888,cifar10,86.19,42.50
5210,999,cifar10,91.88,90.71
9082,999,cifar10,81.87,39.48
8017,777,cifar10,92.07,91.74
5663,888,cifar10,88.76,78.99
8680,888,cifar10,90.28,89.84
9232,888,cifar10,92.35,92.08
7116,888,cifar10,76.13,58.08
8531,888,cifar10,90.22,88.12
5882,888,cifar10,90.23,88.42
6552,888,cifar10,92.18,91.99
6946,777,cifar10,91.89,91.77
10301,777,cifar10,10.00,10.00
7586,888,cifar10,86.53,9.41
8346,888,cifar10,91.91,92.05
10369,888,cifar10,92.60,92.17
6243,888,cifar10,92.08,91.55
5940,999,cifar10,91.52,90.71
6893,777,cifar10,61.22,18.55
9532,888,cifar10,91.84,91.75
10077,777,cifar10,89.05,86.64
7180,777,cifar10,90.29,89.08
8932,777,cifar10,77.93,25.06
9015,888,cifar10,91.85,91.72
5774,777,cifar10,92.59,92.18
6469,777,cifar10,75.84,66.95
10606,777,cifar10,91.05,44.37
8770,888,cifar10,90.42,90.08
6004,777,cifar10,84.76,20.17
8435,777,cifar10,89.96,87.66
9672,777,cifar10,91.79,91.71
7002,777,cifar10,92.64,63.69
7938,888,cifar10,92.45,92.22
9748,777,cifar10,92.71,92.64
9969,888,cifar10,92.81,92.83
7453,888,cifar10,90.01,87.71
9601,777,cifar10,91.92,91.80
10012,888,cifar10,89.92,88.88
9825,777,cifar10,85.09,35.64
8224,999,cifar10,10.00,10.00
5576,999,cifar10,93.44,93.47
10464,999,cifar10,61.10,11.42
6372,999,cifar10,91.86,91.67
6323,999,cifar10,91.49,91.04
9164,888,cifar10,92.51,91.72
8170,888,cifar10,87.90,68.07
9435,888,cifar10,89.41,13.07
9483,777,cifar10,92.14,51.48
9082,777,cifar10,79.12,16.05
5497,888,cifar10,93.03,92.86
7247,888,cifar10,75.40,67.02
7811,888,cifar10,91.05,90.84
9890,777,cifar10,92.68,92.31
7369,888,cifar10,89.72,83.74
8687,999,cifar10,86.59,86.29
9356,777,cifar10,87.38,31.76
6946,888,cifar10,92.09,91.86
6893,888,cifar10,63.71,11.75
8581,777,cifar10,91.95,91.23
6638,888,cifar10,89.87,86.78
8875,888,cifar10,92.97,92.73
10256,777,cifar10,92.09,91.59
9545,777,cifar10,86.40,86.42
8077,777,cifar10,92.66,92.39
9295,777,cifar10,88.96,88.04
10713,777,cifar10,10.00,10.00
7726,888,cifar10,92.91,92.10
10191,888,cifar10,93.10,92.50
6809,777,cifar10,91.87,91.60
10301,888,cifar10,10.00,10.00
6558,777,cifar10,89.88,88.02
6729,999,cifar10,92.63,91.41
5674,999,cifar10,92.23,92.16
8349,777,cifar10,90.21,89.71
5884,999,cifar10,93.22,92.94
5940,777,cifar10,90.71,90.17
5210,777,cifar10,92.20,90.89
10481,777,cifar10,74.36,60.94
10077,888,cifar10,89.22,85.93
8532,777,cifar10,93.46,92.44
8017,888,cifar10,92.08,91.71
6469,888,cifar10,75.61,66.40
10369,999,cifar10,92.52,92.29
7119,777,cifar10,92.21,91.16
9244,777,cifar10,92.63,79.68
9601,888,cifar10,92.38,92.10
10606,888,cifar10,91.05,29.32
9026,777,cifar10,91.85,91.22
6004,888,cifar10,84.16,11.92
8932,888,cifar10,79.34,12.45
9825,888,cifar10,84.79,15.46
9672,888,cifar10,92.30,92.24
7180,888,cifar10,90.20,88.87
5774,888,cifar10,92.20,92.18
8435,888,cifar10,90.05,85.85
10024,777,cifar10,91.11,90.54
8224,777,cifar10,10.00,10.00
7947,777,cifar10,91.96,91.86
9082,888,cifar10,79.78,33.62
7603,777,cifar10,92.80,92.44
9748,888,cifar10,92.57,92.67
9166,777,cifar10,89.19,70.10
6901,777,cifar10,86.87,86.44
9483,888,cifar10,92.03,64.99
5502,999,cifar10,86.64,15.93
7479,999,cifar10,91.14,90.94
9545,888,cifar10,86.74,86.56
5576,777,cifar10,93.52,93.22
6949,999,cifar10,87.60,71.72
8687,777,cifar10,87.10,86.59
7268,999,cifar10,89.04,88.55
8771,777,cifar10,91.21,87.77
9974,777,cifar10,91.48,91.15
7370,777,cifar10,91.15,89.70
7002,888,cifar10,92.29,56.71
6323,777,cifar10,91.71,91.50
7736,999,cifar10,89.03,88.79
10481,888,cifar10,76.19,67.31
10102,777,cifar10,78.71,40.28
6664,999,cifar10,88.62,77.74
9356,888,cifar10,87.18,71.29
10713,888,cifar10,10.00,10.00
8182,777,cifar10,88.85,88.06
7874,999,cifar10,92.96,92.82
10195,777,cifar10,75.76,66.94
6372,777,cifar10,92.21,92.11
8077,888,cifar10,92.61,92.20
10256,888,cifar10,92.58,92.01
8882,777,cifar10,90.48,88.76
9295,888,cifar10,87.92,86.98
10301,999,cifar10,10.00,10.00
8581,888,cifar10,91.90,90.70
5940,888,cifar10,90.95,90.41
6558,888,cifar10,90.42,88.38
9451,777,cifar10,93.31,93.07
8349,888,cifar10,89.78,89.13
5793,777,cifar10,89.32,88.83
9890,888,cifar10,92.64,92.41
6901,888,cifar10,86.21,85.74
10378,777,cifar10,84.28,80.42
5884,777,cifar10,93.37,92.99
6470,999,cifar10,92.30,92.24
6809,888,cifar10,92.01,91.05
8438,777,cifar10,90.88,88.64
5674,777,cifar10,92.19,92.06
9760,999,cifar10,89.89,67.55
10606,999,cifar10,91.33,31.48
6042,777,cifar10,91.67,90.23
9026,888,cifar10,91.35,90.97
8020,777,cifar10,90.98,90.00
8933,777,cifar10,91.40,90.99
5502,777,cifar10,86.76,13.16
9605,777,cifar10,90.09,88.15
8224,888,cifar10,10.00,10.00
6949,777,cifar10,87.52,69.69
9088,777,cifar10,88.59,23.54
9166,888,cifar10,88.80,69.26
6729,777,cifar10,92.71,91.78
8532,888,cifar10,93.42,92.34
7181,777,cifar10,91.28,89.67
7736,777,cifar10,88.82,88.58
10024,888,cifar10,91.72,91.05
10481,999,cifar10,75.39,67.47
5210,888,cifar10,91.78,90.14
10102,888,cifar10,77.94,36.86
8687,888,cifar10,86.61,86.15
7119,888,cifar10,91.86,91.00
7947,888,cifar10,91.92,91.56
7268,777,cifar10,89.15,88.55
9244,888,cifar10,92.70,76.57
9841,777,cifar10,86.69,48.76
9685,777,cifar10,92.86,92.61
7370,888,cifar10,90.87,88.97
7479,777,cifar10,90.84,90.38
10713,999,cifar10,10.00,10.00
9485,777,cifar10,91.65,63.29
10195,888,cifar10,75.66,62.13
5576,888,cifar10,93.51,93.33
9559,999,cifar10,92.58,92.26
8596,999,cifar10,73.26,27.08
6664,777,cifar10,88.43,79.56
6323,888,cifar10,91.86,91.49
7603,888,cifar10,92.73,91.82
9301,999,cifar10,87.82,84.60
9367,777,cifar10,91.01,90.13
5793,888,cifar10,89.80,89.02
9974,888,cifar10,91.60,91.40
7874,777,cifar10,92.71,92.64
10260,777,cifar10,88.40,86.33
8182,888,cifar10,88.60,88.19
7012,777,cifar10,89.93,45.57
8353,777,cifar10,89.07,86.51
6810,777,cifar10,61.12,10.00
5942,999,cifar10,73.09,23.67
8107,777,cifar10,92.19,91.66
8771,888,cifar10,90.43,87.23
7736,888,cifar10,88.92,88.04
8882,888,cifar10,90.15,89.16
10102,999,cifar10,79.10,57.23
10378,888,cifar10,84.89,81.07
9760,777,cifar10,90.28,38.96
6372,888,cifar10,91.67,91.73
6949,888,cifar10,87.71,47.01
8438,888,cifar10,90.79,89.35
10196,777,cifar10,80.28,55.83
9088,888,cifar10,88.69,10.62
10761,777,cifar10,91.85,21.52
10302,777,cifar10,75.61,63.66
5884,888,cifar10,93.24,92.87
5502,888,cifar10,86.27,34.61
6042,888,cifar10,91.82,90.90
8933,888,cifar10,90.76,89.90
6470,777,cifar10,91.91,91.77
7122,777,cifar10,79.64,70.59
10607,777,cifar10,93.36,93.21
7268,888,cifar10,88.55,88.09
9035,777,cifar10,90.75,90.35
10034,777,cifar10,90.16,88.43
5674,888,cifar10,91.68,91.55
9605,888,cifar10,89.68,88.16
7181,888,cifar10,91.41,89.57
10859,777,cifar10,92.45,91.93
9451,888,cifar10,93.35,93.14
8020,888,cifar10,90.95,90.15
9898,777,cifar10,91.93,91.43
8596,777,cifar10,73.53,20.00
8246,999,cifar10,92.31,92.39
10493,777,cifar10,92.18,91.65
10714,777,cifar10,86.83,21.45
9171,777,cifar10,88.52,86.30
8691,777,cifar10,91.62,90.49
9248,777,cifar10,84.87,77.09
7382,777,cifar10,91.45,90.27
8536,999,cifar10,92.74,92.55
9301,777,cifar10,86.92,77.64
7479,888,cifar10,91.22,91.20
6729,888,cifar10,92.92,91.42
9485,888,cifar10,91.30,89.79
6664,888,cifar10,88.28,81.96
6810,888,cifar10,59.34,10.01
10982,777,cifar10,91.29,91.14
9841,888,cifar10,86.21,60.41
5577,999,cifar10,91.43,91.49
10260,888,cifar10,89.25,86.59
7609,999,cifar10,91.96,91.91
9559,777,cifar10,92.43,92.18
7949,777,cifar10,91.13,41.70
10196,888,cifar10,80.28,36.81
8353,888,cifar10,88.92,83.77
9367,888,cifar10,91.25,90.46
9685,888,cifar10,92.65,92.40
6327,999,cifar10,91.46,89.98
9977,777,cifar10,92.55,21.07
5942,777,cifar10,73.67,22.16
11041,777,cifar10,89.94,29.31
9760,888,cifar10,89.41,55.38
7874,888,cifar10,92.78,92.73
8185,999,cifar10,91.90,90.61
8107,888,cifar10,92.27,91.68
8596,888,cifar10,74.31,24.30
8774,777,cifar10,93.24,92.95
7737,777,cifar10,92.04,91.87
8441,777,cifar10,85.62,67.33
8885,777,cifar10,91.00,57.01
7012,888,cifar10,89.24,24.13
7122,888,cifar10,80.86,76.30
7206,999,cifar10,10.00,10.00
6381,999,cifar10,91.81,91.69
8937,777,cifar10,86.92,83.37
11143,777,cifar10,89.51,87.58
11091,777,cifar10,88.98,69.61
10714,888,cifar10,86.35,25.79
10761,888,cifar10,91.43,18.50
9610,999,cifar10,88.73,85.61
6668,999,cifar10,10.00,10.00
10034,888,cifar10,90.19,86.63
9301,888,cifar10,86.88,71.69
9089,777,cifar10,91.24,90.72
10105,777,cifar10,91.81,91.28
6952,777,cifar10,89.62,35.27
7271,999,cifar10,92.30,92.10
10385,777,cifar10,92.45,91.83
10196,999,cifar10,79.79,63.07
6470,888,cifar10,91.79,91.71
10302,888,cifar10,75.39,61.53
10607,888,cifar10,93.10,93.01
9035,888,cifar10,90.64,90.19
9248,888,cifar10,85.23,80.92
6044,777,cifar10,92.03,92.31
5524,999,cifar10,90.82,90.38
8032,777,cifar10,91.80,91.82
8691,888,cifar10,91.44,88.71
10493,888,cifar10,91.93,91.83
8246,777,cifar10,92.68,92.40
6730,999,cifar10,86.34,85.88
7382,888,cifar10,91.23,90.54
10859,888,cifar10,92.44,92.23
9847,777,cifar10,90.66,77.88
9171,888,cifar10,88.61,85.94
6823,999,cifar10,86.79,80.25
7609,777,cifar10,92.13,92.10
8536,777,cifar10,93.01,92.68
9898,888,cifar10,91.99,91.51
5577,777,cifar10,91.61,91.49
9455,777,cifar10,91.21,90.06
9690,777,cifar10,92.74,92.52
9489,777,cifar10,88.43,86.02
7487,999,cifar10,91.18,87.58
10271,777,cifar10,92.59,92.45
5942,888,cifar10,73.03,10.00
7879,999,cifar10,89.85,82.94
9559,888,cifar10,92.45,92.38
9977,888,cifar10,92.59,20.24
6327,777,cifar10,91.90,90.29
8600,999,cifar10,85.38,70.90
11041,888,cifar10,89.85,28.12
6668,777,cifar10,10.00,10.00
10982,888,cifar10,92.13,91.88
8108,777,cifar10,89.20,86.81
7949,888,cifar10,91.04,28.74
9375,777,cifar10,92.75,92.59
8185,777,cifar10,91.80,90.37
8359,777,cifar10,91.23,15.59
7206,777,cifar10,10.00,10.00
8441,888,cifar10,85.94,63.34
11143,888,cifar10,89.32,85.26
7030,999,cifar10,93.34,93.30
7123,777,cifar10,86.90,77.17
9770,999,cifar10,92.44,91.42
8937,888,cifar10,87.01,82.11
7737,888,cifar10,92.05,91.82
8774,888,cifar10,93.20,93.07
11214,777,cifar10,86.48,35.30
7385,999,cifar10,89.29,89.12
9610,777,cifar10,89.29,86.22
10306,777,cifar10,85.63,81.12
11091,888,cifar10,88.76,64.30
8885,888,cifar10,90.98,46.95
6381,777,cifar10,92.08,92.14
10768,777,cifar10,89.36,10.03
10062,777,cifar10,75.76,62.52
10715,777,cifar10,93.95,93.91
10495,777,cifar10,89.59,89.12
10201,777,cifar10,86.88,13.21
9252,777,cifar10,91.22,21.20
