,Unnamed: 0,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5,dataset,espdl_size_bytes,torch_size_bytes,accuracy_fp32,accuracy_esp,idx,seed
17,17,avg_pool_3x3,none,skip_connect,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,227088,803543,80.26,56.21,1276,999
18,18,none,none,none,nor_conv_3x3,skip_connect,avg_pool_3x3,cifar10,449840,1628067,91.79,91.73,1220,999
19,19,avg_pool_3x3,none,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,436576,1670359,79.26,64.9,1230,999
20,20,skip_connect,none,nor_conv_3x3,skip_connect,none,avg_pool_3x3,cifar10,445824,1617653,90.6,90.54,421,999
21,21,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,none,cifar10,272448,1009029,88.97,84.51,1334,999
22,22,none,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,323920,1183473,88.5,9.92,88,999
23,23,nor_conv_3x3,nor_conv_3x3,none,skip_connect,skip_connect,skip_connect,cifar10,696752,2676885,92.07,91.87,492,999
24,24,skip_connect,nor_conv_1x1,nor_conv_1x1,none,none,avg_pool_3x3,cifar10,262896,986355,86.84,84.09,864,999
25,25,skip_connect,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,449488,1833773,87.49,78.97,564,999
26,26,skip_connect,none,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,cifar10,248832,781395,88.28,73.45,786,999
27,27,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,426944,1656720,80.46,35.45,1411,999
28,28,none,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,cifar10,242080,781587,75.86,11.55,763,777
29,29,none,avg_pool_3x3,none,nor_conv_1x1,none,nor_conv_1x1,cifar10,315920,997931,89.72,88.27,1095,999
30,30,none,nor_conv_1x1,none,none,nor_conv_1x1,avg_pool_3x3,cifar10,306528,991987,86.89,10.32,633,999
31,31,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,cifar10,471952,1862462,87.16,46.68,1355,999
32,32,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,cifar10,448320,1650947,75.45,66.36,899,999
33,33,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,none,skip_connect,cifar10,506864,1844393,88.6,85.1,259,999
34,34,none,nor_conv_1x1,none,none,nor_conv_3x3,none,cifar10,495120,1835349,10.0,10.0,552,999
35,35,avg_pool_3x3,none,skip_connect,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,494384,1843453,89.64,87.23,909,999
36,36,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,none,nor_conv_1x1,cifar10,333072,1209329,89.99,88.91,134,999
37,37,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,nor_conv_3x3,cifar10,503520,1869381,85.64,79.74,1401,999
38,38,skip_connect,none,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,cifar10,498240,1846643,91.37,90.71,597,999
39,39,skip_connect,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,452512,1856395,86.96,68.39,357,999
40,40,nor_conv_1x1,nor_conv_1x1,skip_connect,none,nor_conv_1x1,nor_conv_1x1,cifar10,369808,1414801,88.28,84.5,576,999
41,41,avg_pool_3x3,skip_connect,none,nor_conv_3x3,none,nor_conv_3x3,cifar10,737744,2711851,91.86,91.74,1366,999
42,42,none,avg_pool_3x3,none,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,520256,1851563,91.2,91.06,1378,999
43,43,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,nor_conv_1x1,nor_conv_3x3,cifar10,555280,2267531,93.11,92.83,446,999
44,44,skip_connect,avg_pool_3x3,none,nor_conv_3x3,none,nor_conv_3x3,cifar10,737072,2706931,92.34,92.05,400,999
45,45,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,485104,1880681,90.35,88.03,504,999
46,46,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,531728,2072435,91.4,89.88,999,999
47,47,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_3x3,nor_conv_1x1,cifar10,750128,2909849,92.39,92.35,1073,999
48,48,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,cifar10,503024,2092230,89.87,87.52,1137,999
49,49,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,475056,1885487,85.78,60.17,989,999
50,50,skip_connect,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,478464,1859037,90.83,88.57,31,999
51,51,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,521904,2087497,91.17,90.68,819,999
52,52,nor_conv_3x3,none,nor_conv_1x1,skip_connect,nor_conv_1x1,avg_pool_3x3,cifar10,517296,2074611,93.53,93.2,1059,999
53,53,none,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,573696,2272145,92.12,51.73,752,777
54,54,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,498144,1884905,88.67,85.38,270,999
55,55,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,skip_connect,nor_conv_3x3,cifar10,722368,2922923,92.51,92.05,698,777
56,56,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,cifar10,671616,2722430,87.11,59.69,1159,999
57,57,nor_conv_3x3,skip_connect,none,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,491120,1868357,88.71,10.01,1241,999
58,58,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,skip_connect,cifar10,736048,3127307,93.86,93.83,541,999
59,59,nor_conv_3x3,none,none,none,nor_conv_3x3,avg_pool_3x3,cifar10,729936,2715837,90.97,90.69,979,999
60,60,none,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,cifar10,708704,2718493,90.18,77.98,20,999
61,61,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,496224,1887663,88.77,84.86,169,999
62,62,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,cifar10,718112,2922987,91.5,90.14,774,777
63,63,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,695600,2741289,86.62,66.11,516,999
64,64,nor_conv_3x3,nor_conv_3x3,none,avg_pool_3x3,none,avg_pool_3x3,cifar10,746944,2736133,88.5,86.01,1286,999
65,65,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_3x3,cifar10,564528,2298100,91.8,90.38,1427,999
66,66,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,none,cifar10,552720,2074929,92.1,91.96,249,999
67,67,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,none,cifar10,744912,2929073,90.79,89.23,336,999
68,68,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,none,nor_conv_1x1,cifar10,793696,2941683,93.29,93.02,1105,999
69,69,nor_conv_3x3,skip_connect,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,cifar10,722592,2723281,90.97,89.72,369,777
70,70,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,none,skip_connect,cifar10,792496,3140641,93.27,93.21,1084,999
71,71,none,nor_conv_1x1,nor_conv_3x3,none,nor_conv_3x3,avg_pool_3x3,cifar10,766512,2937971,86.52,10.0,943,999
72,72,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,758448,2931955,91.12,89.98,889,999
73,73,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,549232,2099533,92.11,90.51,1345,999
74,74,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,536848,2093263,91.59,90.11,469,999
75,75,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,544432,2099661,91.2,90.19,1254,999
76,76,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,749184,2940595,93.29,93.08,1046,999
77,77,skip_connect,avg_pool_3x3,none,avg_pool_3x3,skip_connect,skip_connect,cifar10,182640,548426,63.39,10.03,931,777
78,78,nor_conv_1x1,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1,cifar10,824016,3146465,92.26,92.28,1034,999
79,79,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,none,nor_conv_3x3,cifar10,1002816,3994769,93.39,93.19,708,777
80,80,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,cifar10,983232,4000929,92.76,92.7,1010,999
81,81,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,738640,2977376,90.63,88.14,1389,999
82,82,skip_connect,skip_connect,skip_connect,none,none,avg_pool_3x3,cifar10,174976,531096,72.52,27.5,1296,777
83,83,nor_conv_1x1,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,738832,2959821,91.2,89.85,1126,999
84,84,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,none,none,cifar10,969920,3773453,10.0,10.0,10,999
85,85,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,785584,3157551,92.69,92.12,158,999
86,86,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,764272,2953423,92.41,91.89,238,999
87,87,none,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,cifar10,1019776,4000913,92.13,24.57,720,777
88,88,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,798864,3157423,92.45,92.32,586,999
89,89,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,971760,4011049,93.25,93.17,609,999
90,90,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,1023408,4212164,93.25,93.18,67,999
91,91,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_3x3,cifar10,995344,4010729,92.95,92.76,147,999
92,92,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,none,cifar10,1033600,4222287,93.18,92.86,411,999
93,93,nor_conv_3x3,none,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,1035136,4221839,93.72,93.45,852,999
94,94,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,781392,3174343,92.17,91.96,808,999
95,95,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,cifar10,1013632,4025403,93.11,92.79,1149,999
96,96,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,1030432,4239527,93.26,92.95,732,777
97,97,skip_connect,skip_connect,nor_conv_1x1,none,avg_pool_3x3,skip_connect,cifar10,221648,750517,87.51,82.73,113,777
98,98,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,164064,622592,70.48,11.73,1184,777
99,99,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,213280,754595,87.16,79.69,1206,777
100,100,skip_connect,skip_connect,skip_connect,none,none,nor_conv_3x3,cifar10,435408,1593943,91.31,91.14,842,777
101,101,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect,none,cifar10,231904,754659,79.8,50.71,1308,777
102,102,none,skip_connect,avg_pool_3x3,avg_pool_3x3,skip_connect,none,cifar10,187904,553490,75.37,59.1,390,777
103,103,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,none,cifar10,179392,578032,75.76,66.94,313,777
104,104,none,skip_connect,none,skip_connect,nor_conv_1x1,avg_pool_3x3,cifar10,230304,755363,80.73,34.33,280,777
105,105,avg_pool_3x3,skip_connect,skip_connect,skip_connect,none,nor_conv_3x3,cifar10,448096,1611573,91.42,91.53,665,777
106,106,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,skip_connect,cifar10,424592,1629709,81.4,25.11,830,777
107,107,skip_connect,none,none,skip_connect,nor_conv_1x1,nor_conv_1x1,cifar10,265312,960917,89.88,46.73,529,777
108,108,none,none,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,cifar10,444896,1621475,75.23,18.14,1116,777
109,109,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,none,cifar10,244176,784771,88.97,88.79,956,777
110,110,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,cifar10,217696,792363,86.06,79.21,687,777
111,111,skip_connect,none,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,cifar10,461712,1817173,91.75,91.39,124,777
112,112,avg_pool_3x3,skip_connect,nor_conv_1x1,none,skip_connect,avg_pool_3x3,cifar10,242256,770985,80.0,59.92,44,777
113,113,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,cifar10,256928,998027,86.4,74.46,481,777
114,114,avg_pool_3x3,skip_connect,none,none,nor_conv_3x3,skip_connect,cifar10,435248,1617589,90.09,89.88,195,777
115,115,none,none,none,nor_conv_3x3,skip_connect,avg_pool_3x3,cifar10,449840,1628067,92.0,91.98,1220,777
116,116,avg_pool_3x3,none,skip_connect,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,227792,803543,79.25,51.61,1276,777
117,117,avg_pool_3x3,none,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,cifar10,438624,1670423,78.91,62.43,1230,777
118,118,skip_connect,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,none,cifar10,270304,1009029,88.78,86.11,1334,777
119,119,skip_connect,none,nor_conv_3x3,skip_connect,none,avg_pool_3x3,cifar10,445808,1617589,91.2,90.67,421,777
120,120,nor_conv_3x3,nor_conv_3x3,none,skip_connect,skip_connect,skip_connect,cifar10,696752,2677141,92.43,92.33,492,777
121,121,skip_connect,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,448112,1833773,87.14,73.51,564,777
122,122,none,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,skip_connect,cifar10,323920,1183089,88.47,10.12,88,777
123,123,skip_connect,nor_conv_1x1,nor_conv_1x1,none,none,avg_pool_3x3,cifar10,262896,986163,86.73,84.41,864,777
124,124,none,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,cifar10,242080,781395,75.55,18.68,763,888
125,125,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,426256,1656720,81.87,39.48,1411,777
126,126,skip_connect,none,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,cifar10,248832,781331,88.55,80.4,786,777
127,127,avg_pool_3x3,avg_pool_3x3,none,none,avg_pool_3x3,avg_pool_3x3,cifar10,202544,601550,66.1,10.0,675,777
128,128,skip_connect,avg_pool_3x3,none,avg_pool_3x3,skip_connect,skip_connect,cifar10,182640,548426,62.55,15.64,931,888
129,129,none,avg_pool_3x3,none,nor_conv_1x1,none,nor_conv_1x1,cifar10,315920,997739,90.11,88.71,1095,777
130,130,none,nor_conv_1x1,none,none,nor_conv_1x1,avg_pool_3x3,cifar10,306528,991987,87.02,12.11,633,777
131,131,skip_connect,skip_connect,skip_connect,none,none,avg_pool_3x3,cifar10,174976,531096,73.62,30.27,1296,888
132,132,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,cifar10,471952,1862462,86.71,77.83,1355,777
133,133,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,none,skip_connect,cifar10,506864,1844393,88.88,84.79,259,777
134,134,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,cifar10,448320,1650627,75.72,59.38,899,777
135,135,none,nor_conv_1x1,none,none,nor_conv_3x3,none,cifar10,495120,1835349,10.0,10.0,552,777
136,136,avg_pool_3x3,nor_conv_1x1,skip_connect,none,avg_pool_3x3,avg_pool_3x3,cifar10,239504,796771,83.42,32.78,302,777
137,137,avg_pool_3x3,none,skip_connect,nor_conv_1x1,nor_conv_3x3,skip_connect,cifar10,491616,1843453,90.35,88.69,909,777
138,138,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,none,nor_conv_1x1,cifar10,332352,1209393,89.91,87.61,134,777
139,139,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,nor_conv_3x3,cifar10,499248,1869381,85.02,79.61,1401,777
140,140,skip_connect,none,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,cifar10,498240,1846195,91.6,91.01,597,777
141,141,skip_connect,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,451824,1856267,86.26,62.3,357,777
142,142,nor_conv_1x1,nor_conv_1x1,skip_connect,none,nor_conv_1x1,nor_conv_1x1,cifar10,369104,1414737,88.5,85.88,576,777
143,143,none,avg_pool_3x3,none,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,520256,1851755,91.56,91.22,1378,777
144,144,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,nor_conv_1x1,nor_conv_3x3,cifar10,555296,2267659,92.75,92.4,446,777
145,145,avg_pool_3x3,skip_connect,none,nor_conv_3x3,none,nor_conv_3x3,cifar10,737024,2711979,91.93,91.89,1366,777
146,146,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,285216,1027567,82.77,10.12,324,777
147,147,skip_connect,avg_pool_3x3,none,nor_conv_3x3,none,nor_conv_3x3,cifar10,737072,2707251,92.06,91.53,400,777
148,148,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,483728,1881129,90.17,88.32,504,777
149,149,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,531040,2072563,91.28,90.17,999,777
150,150,skip_connect,skip_connect,nor_conv_3x3,none,nor_conv_3x3,nor_conv_1x1,cifar10,750128,2910169,92.42,92.25,1073,777
151,151,skip_connect,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,478464,1858781,90.88,89.53,31,777
152,152,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,474368,1885487,86.43,28.28,989,777
153,153,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,cifar10,501664,2092294,90.2,88.71,1137,777
154,154,skip_connect,skip_connect,nor_conv_1x1,none,avg_pool_3x3,skip_connect,cifar10,222368,750581,87.09,71.13,113,888
155,155,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,523264,2087433,91.24,90.87,819,777
156,156,nor_conv_3x3,none,nor_conv_1x1,skip_connect,nor_conv_1x1,avg_pool_3x3,cifar10,516608,2074355,92.98,92.82,1059,777
157,157,none,skip_connect,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,cifar10,573008,2272401,92.7,15.45,752,888
158,158,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,cifar10,672320,2722494,87.48,57.41,1159,777
159,159,nor_conv_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,skip_connect,nor_conv_3x3,cifar10,723760,2922987,92.55,91.86,698,888
160,160,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,161968,622592,70.09,16.29,1184,888
161,161,skip_connect,skip_connect,none,nor_conv_1x1,skip_connect,avg_pool_3x3,cifar10,213968,754595,87.12,61.75,1206,888
162,162,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,skip_connect,cifar10,736048,3127435,93.67,93.57,541,777
163,163,nor_conv_3x3,skip_connect,none,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,491120,1868357,89.47,37.15,1241,777
164,164,nor_conv_3x3,none,none,none,nor_conv_3x3,avg_pool_3x3,cifar10,729936,2715965,91.22,90.99,979,777
165,165,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,cifar10,498128,1884713,88.44,85.66,270,777
166,166,skip_connect,skip_connect,skip_connect,none,none,nor_conv_3x3,cifar10,436848,1593687,92.25,91.87,842,888
167,167,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,skip_connect,none,cifar10,232608,754659,80.41,36.87,1308,888
168,168,none,skip_connect,avg_pool_3x3,avg_pool_3x3,skip_connect,none,cifar10,187904,553554,75.57,63.03,390,888
169,169,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,skip_connect,cifar10,718112,2922731,91.49,90.28,774,888
170,170,none,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,cifar10,708000,2718429,90.1,73.04,20,777
171,171,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,496912,1887535,88.82,84.52,169,777
172,172,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,skip_connect,nor_conv_3x3,cifar10,563856,2298164,91.29,89.66,1427,777
173,173,nor_conv_3x3,nor_conv_3x3,none,avg_pool_3x3,none,avg_pool_3x3,cifar10,746944,2736133,89.04,86.24,1286,777
174,174,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,cifar10,694224,2741417,86.85,72.4,516,777
175,175,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,none,cifar10,552720,2074289,91.91,91.75,249,777
176,176,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,none,cifar10,744912,2927985,91.04,89.77,336,777
177,177,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,none,nor_conv_1x1,cifar10,793696,2941683,93.3,93.22,1105,777
178,178,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,none,skip_connect,cifar10,792496,3140897,93.45,93.25,1084,777
179,179,none,nor_conv_1x1,nor_conv_3x3,none,nor_conv_3x3,avg_pool_3x3,cifar10,766512,2938483,86.86,9.99,943,777
180,180,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,none,cifar10,180112,578096,75.74,63.43,313,888
181,181,none,skip_connect,none,skip_connect,nor_conv_1x1,avg_pool_3x3,cifar10,230304,755363,79.57,33.54,280,888
182,182,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,cifar10,760528,2931251,91.17,89.72,889,777
183,183,nor_conv_3x3,skip_connect,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,cifar10,723312,2723217,90.7,89.52,369,888
184,184,avg_pool_3x3,skip_connect,skip_connect,skip_connect,none,nor_conv_3x3,cifar10,444544,1612085,91.76,91.59,665,888
185,185,skip_connect,none,none,skip_connect,nor_conv_1x1,nor_conv_1x1,cifar10,264624,961109,90.03,35.2,529,888
186,186,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,cifar10,536848,2093071,91.74,90.83,469,777
187,187,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,cifar10,549232,2099597,91.51,90.29,1345,777
188,188,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,skip_connect,cifar10,424592,1629901,78.91,42.84,830,888
189,189,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,cifar10,544432,2099533,90.96,90.2,1254,777
190,190,none,none,skip_connect,avg_pool_3x3,nor_conv_3x3,skip_connect,cifar10,444896,1621475,75.27,26.89,1116,888
191,191,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,cifar10,749184,2940595,93.3,93.14,1046,777
192,192,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,none,cifar10,244176,783619,89.09,88.62,956,888
193,193,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,cifar10,216976,792619,85.49,75.09,687,888
194,194,nor_conv_1x1,nor_conv_3x3,none,none,nor_conv_3x3,nor_conv_1x1,cifar10,824016,3146465,92.65,92.55,1034,777
195,195,skip_connect,none,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,cifar10,461024,1817237,92.12,92.0,124,888
196,196,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,none,nor_conv_3x3,cifar10,1002816,3994193,92.84,92.86,708,888
197,197,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,cifar10,983232,4000609,92.65,92.49,1010,777
198,198,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,none,none,none,cifar10,969920,3773453,10.0,10.0,10,777
199,199,avg_pool_3x3,skip_connect,nor_conv_1x1,none,skip_connect,avg_pool_3x3,cifar10,240816,771049,79.06,66.0,44,888
200,200,nor_conv_1x1,none,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,cifar10,738832,2959693,91.5,89.47,1126,777
201,201,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,cifar10,739328,2977248,90.91,88.88,1389,777
202,202,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,skip_connect,cifar10,256928,998091,86.71,58.61,481,888
203,203,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,785584,3157487,92.68,91.29,158,777
204,204,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,cifar10,764272,2952655,92.26,91.12,238,777
